ホワイト(B)決定結果,56,56,56,3.56,3.56,3.56,56,56,56,3.56,3.56,3.56,3.34
緑色視感度測定結果,56,56,56,3.56,3.56,3.56,56,39,56,3.56,1.606,3.56,1.94
赤色視感度測定結果,56,56,56,3.56,3.56,3.56,37,56,56,1.431,3.56,3.56,1.85
緑色視感度測定結果,56,56,56,3.56,3.56,3.56,56,49,56,3.56,2.654,3.56,2.53
青色視感度測定結果,56,56,56,3.56,3.56,3.56,56,56,31,3.56,3.56,0.9697,2.07
